code_length,num_lines,num_function_calls,num_variables,has_strcpy,has_strcat,has_sprintf,has_gets,has_memcpy,has_scanf,num_if,num_for,num_while,num_switch,num_pointers,label,file
388,32,5,2,0,0,0,0,0,0,1,0,0,0,3,0,train_142
2225,140,25,3,0,0,0,0,0,0,7,0,0,0,11,0,train_143
67,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_144
2220,140,28,4,0,0,0,0,0,0,5,1,1,1,11,0,train_145
380,32,4,2,0,0,0,0,0,0,1,0,0,0,2,0,train_146
1017,46,6,1,0,0,0,0,0,0,1,0,0,0,10,0,train_147
2598,180,41,3,0,0,0,0,0,0,12,2,1,0,13,0,train_148
6862,406,39,6,0,0,0,0,0,0,13,5,0,0,29,0,train_149
7693,378,99,2,0,0,0,0,0,0,23,0,1,8,4,0,train_150
976,48,13,4,0,0,0,0,0,0,1,0,0,0,8,0,train_151
1731,84,31,3,0,0,0,0,0,0,4,0,0,0,18,0,train_152
4185,256,37,8,0,0,0,0,0,0,9,1,0,0,21,0,train_153
1179,76,16,6,0,0,0,0,0,0,4,0,3,0,5,0,train_154
765,50,9,6,0,0,0,0,0,0,3,0,0,0,6,1,train_155
3547,222,50,4,0,0,0,0,1,0,15,2,3,0,22,1,train_156
4920,236,57,5,0,0,0,0,1,0,8,3,0,1,3,0,train_157
2966,172,23,11,0,0,0,0,1,0,9,4,1,0,10,1,train_158
401,34,7,2,0,0,0,0,0,0,2,0,0,0,4,1,train_159
17613,880,125,10,0,0,0,0,0,0,57,1,0,1,81,1,train_160
451,32,3,0,0,0,0,0,0,0,1,0,0,0,2,1,train_161
948,66,21,2,0,0,0,0,0,0,3,0,0,0,3,1,train_162
1047,70,9,0,0,0,0,0,0,0,3,0,0,1,3,1,train_163
2363,128,24,4,0,0,0,0,1,0,7,0,0,0,7,1,train_164
668,30,6,1,0,0,0,0,0,0,1,0,0,0,8,1,train_165
783,66,15,2,0,0,0,0,0,0,3,0,0,0,3,1,train_166
466,24,10,1,0,0,0,0,0,0,0,0,0,0,6,1,train_167
722,48,10,1,0,0,0,0,0,0,3,0,0,0,2,1,train_168
4617,268,35,3,0,0,0,0,0,0,14,0,0,1,18,1,train_169
217,12,4,3,0,0,0,0,0,0,1,0,0,0,2,1,train_170
1459,90,12,3,0,0,0,0,0,0,4,0,0,0,10,1,train_171
41,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_172
624,48,6,2,0,0,0,0,1,0,1,2,0,0,5,0,train_173
789,50,8,3,0,0,0,0,0,0,2,0,0,0,5,0,train_174
364,30,6,1,0,0,1,0,0,0,2,0,0,0,2,0,train_175
3394,216,49,13,0,0,0,0,0,0,7,2,0,2,17,0,train_176
1567,92,16,4,0,0,0,0,1,0,7,3,0,0,5,0,train_177
353,18,4,2,0,0,0,0,0,0,0,0,0,0,2,0,train_178
971,60,10,2,0,0,0,0,0,0,3,0,0,0,7,0,train_179
155,14,4,1,0,0,0,0,0,0,1,0,0,0,0,0,train_180
1629,94,24,2,0,0,0,0,0,0,6,0,0,0,12,0,train_181
2931,168,37,2,0,0,0,0,0,0,3,0,0,0,20,0,train_182
687,52,8,3,0,0,0,0,0,0,2,0,1,1,2,0,train_183
822,60,13,3,0,0,0,0,0,0,2,2,0,0,4,0,train_184
684,50,8,2,0,0,0,0,0,0,3,2,0,0,6,0,train_185
219,20,4,1,0,0,0,0,0,0,1,0,0,0,2,0,train_186
2614,158,28,7,0,0,0,0,0,0,6,0,0,0,14,0,train_187
2272,124,11,4,0,0,0,0,0,0,5,1,0,1,12,0,train_188
415,32,7,3,0,0,0,0,0,0,1,0,0,0,3,0,train_189
235,16,4,1,0,0,0,0,0,0,1,0,0,0,1,0,train_190
702,44,14,2,0,0,0,0,0,0,3,0,0,0,5,0,train_191
814,70,7,2,0,0,0,0,0,0,4,0,0,0,4,0,train_192
1047,66,12,1,0,0,0,0,1,0,0,0,0,0,8,0,train_193
430,28,6,1,0,0,0,0,0,0,1,0,0,0,5,0,train_194
463,38,6,2,0,0,0,0,0,0,2,0,0,0,3,0,train_195
379,26,3,1,0,0,0,0,0,0,2,0,0,0,2,0,train_196
385,28,7,2,0,0,0,0,0,0,1,0,0,0,3,1,train_197
490,34,10,0,0,0,0,0,0,0,1,0,0,0,5,1,train_198
203,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,train_199
9243,460,94,7,0,0,0,0,0,0,13,25,0,1,54,1,train_200
1669,80,7,14,0,0,0,0,0,0,3,1,0,0,22,1,train_201
1220,46,15,1,0,0,0,0,1,0,0,0,0,0,2,1,train_202
1504,108,33,4,0,0,0,0,0,0,9,0,0,0,3,1,train_203
1191,72,9,1,0,0,0,0,0,0,5,1,0,0,8,1,train_204
306,14,4,3,0,0,0,0,0,0,1,1,0,0,6,0,train_205
1057,60,12,2,0,0,0,0,0,0,0,6,0,0,4,0,train_206
943,56,11,12,0,0,0,0,0,0,2,2,0,0,8,0,train_207
1427,47,13,5,0,0,0,0,1,0,4,0,2,0,6,1,train_208
3928,200,40,3,0,0,0,0,0,0,16,0,2,0,9,1,train_209
3227,198,39,7,0,0,0,0,0,0,5,0,1,1,21,1,train_210
1553,96,21,2,0,0,0,0,0,0,0,3,0,1,3,1,train_211
656,50,13,2,0,0,0,0,0,0,4,0,0,0,2,1,train_212
602,30,4,5,0,0,0,0,0,0,1,0,0,0,6,1,train_213
361,32,2,2,0,0,0,0,0,0,0,0,1,0,10,1,train_214
1626,82,25,4,0,0,0,0,0,0,7,0,0,0,12,1,train_215
268,16,4,5,0,0,0,0,0,0,1,0,0,0,3,1,train_216
3622,196,26,4,0,0,0,0,0,0,7,3,0,0,23,1,train_217
200,14,4,1,0,0,0,0,0,0,0,0,0,0,1,1,train_218
21622,1390,273,3,0,0,0,0,0,0,5,0,0,32,21,1,train_219
6109,433,91,3,0,0,1,0,0,0,25,0,0,1,30,1,train_220
288,20,5,2,0,0,0,0,0,0,0,1,0,0,1,1,train_221
3693,158,53,9,0,0,0,0,1,0,6,5,0,0,37,1,train_222
2327,118,28,3,0,0,0,0,0,0,13,0,0,0,3,1,train_223
5898,298,52,23,0,0,0,0,0,0,10,16,1,0,21,1,train_224
136,8,3,0,0,0,0,0,0,0,0,0,0,0,3,1,train_225
1962,114,27,5,0,0,0,0,0,0,9,3,1,0,7,1,train_226
658,52,14,2,0,0,0,0,0,0,1,1,1,0,4,1,train_227
644,40,9,1,0,0,0,0,0,0,2,0,0,0,5,1,train_228
86,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_229
122,12,4,1,0,0,0,0,0,0,0,0,0,0,2,0,train_230
4774,314,24,3,0,0,0,0,0,0,7,1,0,1,54,0,train_231
285,18,5,1,0,0,0,0,0,0,0,0,0,0,2,0,train_232
1559,96,5,5,0,0,0,0,0,0,1,3,0,0,10,0,train_233
4428,246,38,2,0,0,0,0,0,0,17,4,0,1,19,0,train_234
69,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_235
531,42,8,0,0,0,0,0,0,0,2,0,0,0,7,0,train_236
961,50,12,3,0,0,0,0,0,0,4,0,0,0,2,0,train_237
4283,222,28,4,0,0,0,0,1,0,8,2,0,0,20,0,train_238
407,36,4,1,0,0,0,0,0,0,0,0,0,1,3,0,train_239
1442,110,19,0,0,0,0,0,0,0,0,0,0,1,4,0,train_240
1550,70,9,4,0,0,0,0,0,0,1,0,0,0,5,0,train_241
1094,68,13,4,0,0,0,0,1,0,2,0,1,0,6,0,train_242
724,48,8,3,0,0,0,0,0,0,3,0,0,0,3,1,train_243
6446,294,58,8,0,0,0,0,0,0,20,1,1,0,25,0,train_244
1500,114,12,4,0,0,0,0,0,0,4,3,0,0,14,0,train_245
986,76,6,2,0,0,0,0,0,0,1,0,0,1,10,0,train_246
483,24,3,2,0,0,0,0,0,0,0,0,0,0,6,0,train_247
1285,82,22,0,0,0,0,0,0,0,9,0,0,0,0,0,train_248
1389,84,17,2,0,0,0,0,0,0,4,0,1,0,4,0,train_249
424,30,12,1,0,0,0,0,0,0,2,0,1,0,1,0,train_250
613,46,9,3,0,0,0,0,0,0,2,0,0,0,4,0,train_251
1178,62,40,3,0,0,0,0,0,0,1,0,0,0,1,0,train_252
6000,320,36,14,0,0,0,0,0,0,16,2,0,0,37,0,train_253
960,66,14,1,0,0,0,0,0,0,4,0,0,0,13,0,train_254
2649,152,26,2,0,0,0,0,0,0,1,2,0,0,4,0,train_255
7518,488,40,23,0,0,0,0,0,0,9,1,0,0,31,0,train_256
702,50,9,1,0,0,0,0,0,0,3,0,0,0,3,0,train_257
194,20,3,0,0,0,0,0,0,0,1,0,0,0,3,0,train_258
795,58,13,1,0,0,0,0,0,0,3,0,0,0,3,0,train_259
651,48,9,1,0,0,0,0,0,0,2,0,0,0,3,0,train_260
747,34,5,7,0,0,0,0,0,0,2,0,0,0,6,0,train_261
3495,230,44,5,0,0,0,0,0,0,28,4,0,0,19,0,train_262
277,18,5,1,0,0,0,0,0,0,0,0,0,0,6,0,train_263
1098,64,11,1,0,0,0,0,0,0,0,0,0,0,1,1,train_264
355,11,4,1,0,0,0,0,0,0,1,0,0,0,3,1,train_265
1216,72,24,0,0,0,0,0,0,0,0,0,0,0,9,1,train_266
9016,460,83,30,0,0,0,0,0,0,23,11,1,0,29,1,train_267
1430,104,17,5,0,0,0,0,0,0,5,0,0,0,6,1,train_268
2101,134,30,3,0,0,0,0,0,0,7,1,0,0,8,1,train_269
548,38,7,1,0,0,0,0,0,0,0,0,0,1,4,1,train_270
3702,258,62,4,1,1,0,0,0,0,7,2,1,1,16,1,train_271
1297,82,22,1,0,0,0,0,0,0,2,0,0,0,8,1,train_272
73,11,2,1,0,0,0,0,0,0,0,0,0,0,0,1,train_273
379,23,7,1,0,0,0,0,0,0,0,0,0,0,2,1,train_274
1018,58,13,1,0,0,0,0,0,0,3,0,0,0,9,1,train_275
3366,246,38,7,0,0,0,0,0,0,13,0,2,3,8,1,train_276
784,72,4,8,0,0,0,0,0,0,0,2,0,0,6,0,train_277
475,18,3,1,0,0,0,0,0,0,0,0,0,0,2,0,train_278
433,28,2,3,0,0,0,0,0,0,1,0,0,0,1,0,train_279
1685,98,12,6,0,0,0,0,0,0,5,2,1,0,2,0,train_280
2672,154,24,8,0,0,0,0,0,0,9,0,3,0,3,0,train_281
976,76,8,3,0,0,0,0,1,0,2,0,1,0,10,1,train_282
6404,358,72,12,0,0,0,0,0,0,12,5,0,0,25,1,train_283
255,26,7,1,0,0,0,0,0,0,3,0,0,0,1,1,train_284
1727,108,18,3,0,0,0,0,0,0,5,2,0,0,18,0,train_285
957,60,17,2,0,0,0,0,0,0,5,0,0,0,3,1,train_286
1482,170,5,1,0,0,0,0,0,0,1,0,0,1,3,1,train_287
616,46,9,0,0,0,0,0,0,0,1,0,1,0,9,1,train_288
170,14,3,0,0,0,0,0,0,0,0,0,0,0,4,1,train_289
6441,318,69,5,0,0,0,0,0,0,25,5,0,0,23,1,train_290
819,25,15,1,0,0,0,0,0,0,3,0,0,0,3,1,train_291
1171,45,15,0,0,0,0,0,0,0,8,0,0,0,14,1,train_292
221,18,6,1,0,0,0,0,0,0,0,0,0,0,4,1,train_293
1203,66,22,3,0,0,0,0,0,0,5,0,0,0,6,0,train_294
1207,62,13,1,0,0,0,0,0,0,2,0,0,0,5,0,train_295
183,12,2,2,0,0,0,0,0,0,0,0,0,0,2,1,train_296
300,20,2,1,0,0,0,0,0,0,0,0,0,0,3,1,train_297
509,40,9,1,0,0,0,0,0,0,2,0,0,0,4,1,train_298
336,18,4,1,0,0,0,0,0,0,0,0,0,0,6,1,train_299
2820,162,25,3,0,0,0,0,1,0,10,2,0,0,14,1,train_300
759,38,8,1,0,0,0,0,0,0,0,0,0,0,4,1,train_301
138,10,3,2,0,0,0,0,0,0,0,0,0,0,1,1,train_302
170,16,3,1,0,0,0,0,0,0,0,0,0,0,2,1,train_303
21031,1116,149,28,0,0,0,0,0,0,45,16,13,1,152,1,train_304
472,32,12,2,0,0,0,0,0,0,0,0,1,0,1,1,train_305
4350,270,55,4,0,0,0,0,0,0,14,1,0,0,14,1,train_306
1180,68,8,1,0,0,0,0,0,0,0,0,0,1,5,1,train_307
1647,114,21,3,0,0,0,0,0,0,7,0,0,0,14,1,train_308
273,20,6,1,0,0,0,0,0,0,1,0,1,0,2,0,train_309
3982,230,36,3,0,0,0,0,1,0,16,3,3,0,7,0,train_310
4373,266,44,9,0,0,0,0,1,0,16,9,0,1,6,1,train_311
3862,88,53,3,0,0,0,0,0,0,8,5,0,0,14,1,train_312
749,44,12,1,0,0,0,0,0,0,1,0,0,0,4,1,train_313
1847,102,20,0,0,0,0,0,0,0,6,1,0,0,9,1,train_314
11941,616,99,13,0,0,0,0,0,0,35,22,0,0,60,1,train_315
606,58,11,3,0,0,0,0,0,0,4,0,0,0,2,0,train_316
338,30,6,2,0,0,0,0,0,0,3,0,0,0,3,0,train_317
5728,354,36,4,0,0,0,0,0,0,9,2,2,0,42,0,train_318
1610,94,17,1,0,0,0,0,0,0,8,0,0,0,10,0,train_319
97,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,train_320
287,12,2,2,0,0,0,0,0,0,0,0,0,0,1,0,train_321
304,20,5,2,0,0,0,0,0,0,2,1,0,0,1,0,train_322
127,12,3,1,0,0,0,0,0,0,0,0,1,0,2,0,train_323
1610,98,17,2,0,0,0,0,1,0,3,0,0,0,11,0,train_324
1001,76,15,1,0,0,0,0,0,0,1,0,0,0,5,0,train_325
191,12,4,1,0,0,0,0,0,0,1,0,0,0,1,0,train_326
5083,236,38,3,0,0,0,0,0,0,18,2,0,0,23,0,train_327
262,16,2,1,0,0,0,0,0,0,0,0,0,0,3,0,train_328
11751,716,148,7,0,0,0,0,0,0,48,3,1,1,37,0,train_329
421,34,8,2,0,0,0,0,0,0,1,0,0,0,4,0,train_330
580,34,13,1,0,0,0,0,0,0,2,0,0,0,4,0,train_331
211,14,4,1,0,0,0,0,0,0,1,0,0,0,3,0,train_332
784,40,4,3,0,0,0,0,0,0,0,1,0,0,8,0,train_333
345,20,8,1,0,0,0,0,0,0,0,0,0,0,1,0,train_334
425,30,6,1,0,0,0,0,0,0,0,0,0,0,6,0,train_335
974,60,18,1,0,0,0,0,0,0,8,0,0,0,2,0,train_336
583,44,2,1,0,0,0,0,0,0,1,0,0,0,3,0,train_337
330,30,6,3,0,0,0,0,0,0,2,0,0,0,1,1,train_338
1141,78,25,2,0,0,0,0,0,0,2,0,0,0,4,1,train_339
685,46,5,2,0,0,0,0,0,0,1,0,0,0,2,1,train_340
654,48,11,0,0,0,0,0,0,0,1,0,0,0,7,1,train_341
8564,446,59,3,0,0,0,0,0,0,17,0,1,0,19,1,train_342
5088,294,51,5,0,0,0,0,1,0,6,2,0,0,34,1,train_343
3412,190,31,4,0,0,0,0,0,0,7,1,0,0,18,1,train_344
655,54,9,0,0,0,0,0,0,0,1,0,0,1,7,1,train_345
3602,264,79,2,0,0,0,0,1,0,14,1,0,4,5,1,train_346
4202,114,55,8,0,0,0,0,0,0,11,6,0,0,15,1,train_347
429,22,7,1,0,0,0,0,0,0,0,0,0,0,3,1,train_348
850,58,15,2,0,0,0,0,0,0,4,0,0,0,7,1,train_349
1542,86,17,1,0,0,0,0,0,0,5,0,0,0,10,1,train_350
2254,110,4,2,0,0,0,0,0,0,3,0,0,0,6,0,train_351
913,46,11,2,0,0,0,0,0,0,6,1,0,0,4,0,train_352
3070,170,36,2,0,0,0,0,0,0,11,0,0,0,17,1,train_353
364,34,8,1,0,0,0,0,0,0,2,0,0,0,4,1,train_354
719,42,14,2,0,0,0,0,0,0,3,0,0,0,2,1,train_355
2224,122,36,6,0,0,0,0,0,0,6,0,0,0,7,1,train_356
406,20,4,5,0,0,0,0,0,0,0,2,0,0,3,1,train_357
217,16,3,1,0,0,0,0,0,0,1,1,0,0,1,0,train_358
2888,162,32,1,0,0,0,0,0,0,11,0,0,1,7,1,train_359
4878,258,45,7,0,0,0,0,0,0,32,0,0,0,23,0,train_360
2243,126,47,5,0,0,0,0,0,0,23,0,0,0,4,0,train_361
471,26,7,0,0,0,0,0,0,0,1,1,0,0,2,0,train_362
353,26,6,1,0,0,0,0,0,0,0,0,0,0,2,0,train_363
3340,184,17,2,0,0,0,0,0,0,6,1,0,1,12,0,train_364
533,42,9,2,0,0,0,0,0,0,2,0,0,0,5,0,train_365
343,24,5,3,0,0,0,0,0,0,1,0,0,0,1,0,train_366
1203,64,14,6,0,0,0,0,0,0,1,1,0,0,2,0,train_367
363,26,3,3,0,0,0,0,0,0,1,0,0,0,1,0,train_368
208,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,train_369
909,68,12,2,0,0,0,0,0,0,2,1,0,0,8,0,train_370
1565,108,12,4,0,0,0,0,0,0,4,0,0,0,2,0,train_371
585,28,11,1,0,0,0,0,0,0,0,0,0,0,4,0,train_372
12097,472,82,18,0,0,0,0,0,0,24,2,0,0,21,0,train_373
1542,114,23,2,0,0,0,0,0,0,6,3,1,0,8,0,train_374
480,44,9,1,0,0,0,0,0,0,2,0,0,0,3,0,train_375
1258,112,16,0,0,0,0,0,0,0,8,0,0,0,14,0,train_376
522,34,7,1,0,0,0,0,0,0,0,0,0,0,2,0,train_377
457,30,7,2,0,0,0,0,0,0,3,0,0,0,2,0,train_378
